date,temperature,wind,humidity
2021-11-25,27.75,18.0,60.5
2021-11-26,24.75,12.0,78.0
2021-11-27,24.666666666666668,12.333333333333334,75.33333333333333
2021-11-28,23.75,15.5,78.5
2021-11-29,25.0,11.0,71.66666666666667
2021-11-30,25.0,17.0,73.66666666666667
2021-12-01,25.5,12.75,68.75
2021-12-02,24.0,19.0,76.5
2021-12-03,26.75,16.666666666666668,63.75
2021-12-04,23.0,14.333333333333334,79.66666666666667
2021-12-05,23.5,18.666666666666668,76.25
2021-12-06,25.75,15.5,67.0
2021-12-07,22.5,18.0,89.75
2021-12-08,25.75,23.666666666666668,70.75
2021-12-09,24.5,17.333333333333332,80.75
2021-12-10,25.0,13.666666666666666,77.66666666666667
2021-12-11,21.666666666666668,7.333333333333333,93.33333333333333
2021-12-12,25.25,13.0,77.5
2021-12-13,25.0,13.666666666666666,71.0
2021-12-14,24.75,10.666666666666666,71.0
2021-12-15,25.75,9.75,69.5
2021-12-16,24.25,8.5,85.75
2021-12-17,25.0,16.0,80.5
2021-12-18,26.5,10.0,66.75
2021-12-19,25.5,10.0,74.75
2021-12-20,24.25,13.666666666666666,80.0
2021-12-21,22.75,10.333333333333334,90.75
2021-12-22,24.75,11.333333333333334,75.75
2021-12-23,24.25,11.333333333333334,78.75
2021-12-24,25.75,14.0,68.75
2021-12-25,24.5,12.333333333333334,77.5
2021-12-26,25.5,14.75,67.0
2021-12-27,25.25,13.5,75.75
2021-12-28,24.75,21.0,77.75
2021-12-29,26.333333333333332,15.666666666666666,67.0
2021-12-30,24.75,10.5,76.0
2021-12-31,25.75,15.0,69.75
2022-01-01,25.75,15.0,64.75
2022-01-02,25.0,21.5,72.0
2022-01-03,25.0,10.333333333333334,65.0
2022-01-04,26.25,11.75,61.5
2022-01-05,25.75,12.25,64.75
2022-01-06,25.25,25.0,74.5
2022-01-07,24.25,15.0,77.0
2022-01-08,25.0,14.0,73.0
2022-01-09,25.0,16.666666666666668,68.0
2022-01-10,26.666666666666668,14.333333333333334,62.666666666666664
2022-01-11,23.666666666666668,15.333333333333334,81.33333333333333
2022-01-12,24.0,22.25,75.5
2022-01-13,24.5,17.5,74.75
2022-01-14,24.25,19.333333333333332,77.75
2022-01-15,24.5,20.75,79.75
2022-01-16,24.75,18.5,79.0
2022-01-17,25.333333333333332,17.5,70.33333333333333
2022-01-18,24.25,19.75,81.0
2022-01-19,26.0,27.333333333333332,68.33333333333333
2022-01-20,23.5,17.5,77.0
2022-01-21,25.25,19.25,70.5
2022-01-22,24.75,14.5,73.25
2022-01-23,25.75,19.666666666666668,65.75
2022-01-24,26.75,18.75,64.75
2022-01-25,26.75,21.0,65.75
2022-01-26,25.75,20.5,69.75
2022-01-27,25.75,20.25,70.0
2022-01-28,26.666666666666668,20.0,59.666666666666664
2022-01-29,27.25,16.333333333333332,65.0
2022-01-30,26.0,19.25,74.0
2022-01-31,26.25,12.5,65.0
2022-02-01,26.25,10.75,65.25
2022-02-02,25.0,23.333333333333332,75.25
2022-02-03,25.25,12.333333333333334,69.5
2022-02-04,24.333333333333332,16.333333333333332,80.0
2022-02-05,22.333333333333332,15.0,88.0
2022-02-06,24.25,19.0,76.5
2022-02-07,23.5,14.75,83.75
2022-02-08,23.5,16.0,83.5
2022-02-09,24.5,24.333333333333332,74.25
2022-02-10,25.0,16.0,64.33333333333333
2022-02-11,25.5,22.0,59.5
2022-02-12,24.75,14.0,69.75
2022-02-13,24.5,21.333333333333332,70.75
2022-02-14,25.75,13.0,66.5
2022-02-15,24.75,11.75,70.75
2022-02-16,25.5,15.5,71.5
2022-02-17,24.25,7.0,79.75
2022-02-18,22.5,7.333333333333333,88.25
2022-02-19,22.75,9.666666666666666,87.0
2022-02-20,24.25,9.75,81.25
2022-02-21,25.0,14.5,71.75
2022-02-22,27.0,20.666666666666668,59.333333333333336
2022-02-23,25.75,21.0,64.0
2022-02-24,25.75,16.75,62.25
2022-02-25,24.666666666666668,18.0,66.0
2022-02-26,24.5,15.0,69.0
2022-02-27,23.75,21.75,80.0
2022-02-28,24.0,20.5,75.25
2022-03-01,24.75,16.75,75.5
2022-03-02,26.0,18.75,64.5
2022-03-03,27.0,22.0,58.0
2022-03-04,26.0,11.75,66.75
2022-03-05,24.25,16.0,78.75
2022-03-06,26.0,20.5,66.0
2022-03-07,26.0,6.0,65.0
2022-03-08,23.5,10.0,85.0
2022-03-09,24.5,13.5,79.75
2022-03-10,24.75,13.666666666666666,76.25
2022-03-11,25.0,16.333333333333332,77.66666666666667
2022-03-12,25.333333333333332,17.5,76.0
2022-03-13,26.0,14.333333333333334,73.0
2022-03-14,24.0,11.0,78.66666666666667
2022-03-15,24.25,12.75,82.25
2022-03-16,24.0,10.75,80.5
2022-03-17,24.666666666666668,11.0,83.0
2022-03-18,23.333333333333332,13.0,86.66666666666667
2022-03-19,24.333333333333332,18.5,79.66666666666667
2022-03-20,29.0,26.0,56.0
2022-03-21,25.0,14.0,70.66666666666667
2022-03-22,27.0,14.666666666666666,64.0
2022-03-24,26.0,15.666666666666666,66.0
2022-03-25,25.5,26.0,76.5
2022-03-26,24.0,12.5,77.25
2022-03-27,28.0,19.5,58.0
2022-03-28,23.0,12.0,80.5
2022-03-29,25.25,16.666666666666668,64.75
2022-03-30,24.5,10.5,71.5
2022-03-31,27.0,,56.0
2022-04-01,25.333333333333332,14.5,69.33333333333333
2022-04-02,26.0,14.0,65.66666666666667
2022-04-03,24.5,18.0,77.75
2022-04-04,25.5,22.5,72.25
2022-04-05,24.333333333333332,10.666666666666666,76.66666666666667
2022-04-06,24.25,14.0,84.5
2022-04-07,26.333333333333332,13.333333333333334,63.333333333333336
2022-04-08,22.333333333333332,8.666666666666666,83.0
2022-04-09,23.333333333333332,11.0,77.0
2022-04-10,24.25,10.25,80.75
2022-04-11,23.333333333333332,8.666666666666666,87.66666666666667
2022-04-12,24.666666666666668,10.333333333333334,79.33333333333333
2022-04-13,24.0,8.333333333333334,68.66666666666667
2022-04-14,23.5,10.5,84.0
2022-04-15,24.5,7.5,80.5
2022-04-16,25.5,13.333333333333334,73.5
2022-04-17,24.333333333333332,19.0,84.33333333333333
2022-04-18,24.5,15.0,82.5
2022-04-19,26.0,18.666666666666668,71.5
2022-04-20,24.5,14.0,78.5
2022-04-21,23.0,8.666666666666666,89.0
2022-04-22,28.0,9.0,66.0
2022-04-23,23.5,14.5,85.0
2022-04-24,25.0,14.0,81.5
2022-04-25,22.5,13.0,85.0
2022-04-26,25.333333333333332,18.0,73.33333333333333
2022-04-27,26.333333333333332,18.0,66.33333333333333
2022-04-28,25.0,9.666666666666666,74.66666666666667
2022-04-29,23.5,13.0,79.0
2022-04-30,26.5,15.0,75.0
2022-05-02,23.666666666666668,9.333333333333334,83.33333333333333
2022-05-03,28.0,14.333333333333334,58.666666666666664
2022-05-04,25.666666666666668,14.666666666666666,72.66666666666667
2022-05-05,25.75,9.0,76.5
2022-05-06,26.25,11.5,76.5
2022-05-07,27.5,12.0,66.0
2022-05-08,25.75,9.75,73.5
2022-05-09,25.666666666666668,9.0,78.0
2022-05-10,25.0,9.5,80.5
2022-05-11,24.5,15.0,83.0
2022-05-12,24.5,8.5,81.5
2022-05-13,25.0,12.0,75.0
2022-05-14,25.0,10.5,87.0
2022-05-15,23.0,4.0,95.0
2022-05-16,21.0,8.5,96.0
2022-05-17,24.5,8.0,80.5
2022-05-18,25.0,13.333333333333334,77.33333333333333
2022-05-19,24.5,13.0,79.25
2022-05-20,22.0,6.0,93.0
2022-05-21,24.5,15.0,82.75
2022-05-22,24.0,9.25,84.0
2022-05-23,25.0,13.25,76.0
2022-05-24,23.5,11.0,83.0
2022-05-25,23.0,14.0,92.0
2022-05-26,23.5,6.0,81.5
2022-05-27,26.0,13.333333333333334,64.25
2022-05-28,23.666666666666668,20.5,75.0
2022-05-29,24.333333333333332,13.0,75.33333333333333
2022-05-30,21.0,6.0,91.0
2022-06-01,24.666666666666668,11.5,76.0
2022-06-04,25.666666666666668,11.5,75.66666666666667
2022-06-05,24.75,12.5,77.0
2022-06-06,23.25,7.0,84.75
